brand,category,style,sku,name,upc,item_cost,selling_price,order_id,order_date,month,year,month_year,site_name,tax,shipping,shipping_tax,ship_to_city,ship_to_zip,account_name,parent_sku,distribution_center,qty_sold,order_amount
SHOEI,Shields,,01-422,Shoei CX-1V SHIELD HALF TONE SMK,,25.29,61.99,111-7749606-0046621,5/21/2019,May,2019,May -2019,Amazon Seller Central - US,0,0,0,Houston,77072-5200,Motorcycle Dot Inc. - US,,HelmetHouse HelmetHouseMain 282-980,1,42.94
SHOEI,Accessories,,01-514,Shoei CX-1/1V PINLOCK LENS L.SMOKE,,15.11,29.99,13-03609-80702,7/15/2019,Jul,2019,Jul -2019,eBay Motors Store or Fixed Price (BIN) US,0,0,0,durango,81301-4744,Motorcycle Dot Inc. - US,Parent-CX-01,HelmetHouse HelmetHouseMain 282-980,1,29.99
SHOEI,Accessories,,01-514,Shoei CX-1/1V PINLOCK LENS L.SMOKE,,15.11,29.99,302917798402-1623689854020,4/14/2019,Apr,2019,Apr -2019,eBay Motors Store or Fixed Price (BIN) US,0,14.99,0,Brandon,39047,Motorcycle Dot Inc. - US,Parent-CX-01,HelmetHouse HelmetHouseMain 282-980,1,44.98
SHOEI,Helmets,Racing,0107-0132-07,Shoei RF-SR MATTE BLUE XLG,4512048519360,265.07,399,302950874122-1626298316020,4/22/2019,Apr,2019,Apr -2019,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Port Huron,48060-1755,Motorcycle Dot Inc. - US,RF-SR-Parent,HelmetHouse HelmetHouseMain 282-980,1,399
SHOEI,Helmets,Racing,0107-0137-05,Shoei RF-SR DEEP MATTE GREY MED,4512048519223,265.07,399,112-1030396-0581843,11/22/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,26.43,0,0,Dumont,7628,Motorcycle Dot Inc. - US,RF-SR-Parent,HelmetHouse HelmetHouseMain 282-980,1,425.43
SHOEI,Helmets,Racing,0109-0117-06,Shoei RF-1200 ANTHRACITE LRG,4512048404802,333.68,498.99,114-5256693-9514644,11/20/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,34.8,0,0,MONTECITO,93108-2801,Motorcycle Dot Inc. - US,RF-1200-Solid-Parent,HelmetHouse HelmetHouseMain 282-980,1,483.89
SHOEI,Helmets,,0116-0109-07,Shoei NEOTEC II WHITE XLG,4512048531126,464.84,699,113-2705373-6658608,3/30/2020,Mar,2020,Mar -2020,Amazon Seller Central - US,57.67,0,0,BAY POINT,94565-1433,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,756.67
SHOEI,Helmets,,0116-0132-07,Shoei NEOTEC II MATTE BLUE MET XLG,4512048530761,464.84,699,302917771167-1572148588020,11/15/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Colorado Springs,80907,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,699.99
SHOEI,Helmets,,0116-0132-08,Shoei NEOTEC II MATTE BLUE MET XXL,4512048530778,464.84,699,111-4345187-8473820,2/16/2019,Feb,2019,Feb -2019,Amazon Seller Central - US,0,0,0,FRANKLIN,53132-2708,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,699
SHOEI,Helmets,,0116-0135-06,Shoei NEOTEC II MATTE BLACK LRG,4512048530990,464.84,699,114-5628301-1276215,11/21/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,0,0,0,BRYAN,77808-8634,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,629.1
SHOEI,Helmets,,0116-1003-06,Shoei NEOTEC II EXCURSION TC-3 LRG,4512048531232,531.34,799,302707244542-1555320884020,9/27/2018,Sep,2018,Sep -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Highland,12528,Motorcycle Dot Inc. - US,Neotec-II-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,699.99
SHOEI,Helmets,,0116-1003-07,Shoei NEOTEC II EXCURSION TC-3 XLG,4512048531249,531.34,799,114-2267713-7761067,10/12/2019,Oct,2019,Oct -2019,Amazon Seller Central - US,0,0,0,SAINT PETERSBURG,33704-2742,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,699
SHOEI,Helmets,,0116-1005-04,Shoei NEOTEC II EXCURSION TC-5 SML,4512048531270,531.34,799,302917771757-1576749051020,11/27/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Arlington,85322-8160,Motorcycle Dot Inc. - US,Neotec-II-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,699.99
SHOEI,Helmets,,0116-1005-04,Shoei NEOTEC II EXCURSION TC-5 SML,4512048531270,531.34,799,302917771757-1579715318020,12/5/2018,Dec,2018,Dec -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Doral,33122-1633,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,699.99
SHOEI,Helmets,,0116-1005-06,Shoei NEOTEC II EXCURSION TC-5 LRG,4512048531294,531.34,799,111-3849744-9261809,10/14/2019,Oct,2019,Oct -2019,Amazon Seller Central - US,60.81,0,0,OAK HARBOR,98277-3550,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,759.81
SHOEI,Helmets,,0116-1005-06,Shoei NEOTEC II EXCURSION TC-5 LRG,4512048531294,531.34,799,112-8281003-9054608,10/11/2019,Oct,2019,Oct -2019,Amazon Seller Central - US,57.67,0,0,HIDALGO,78557-2582,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,756.67
SHOEI,Helmets,,0116-1005-06,Shoei NEOTEC II EXCURSION TC-5 LRG,4512048531294,531.34,799,113-8164140-0966624,10/18/2019,Oct,2019,Oct -2019,Amazon Seller Central - US,62.04,0,0,SPRINGFIELD GARDENS,11413-4056,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,761.04
SHOEI,Helmets,,0116-1005-07,Shoei NEOTEC II EXCURSION TC-5 XLG,4512048531300,531.34,799,302917771757-1573186183020,11/18/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Boca Raton,33432-8534,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,699.99
SHOEI,Helmets,,0116-1005-07,Shoei NEOTEC II EXCURSION TC-5 XLG,4512048531300,531.34,799,302917771757-1575356616020,11/24/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Sunny Isles,33160,Motorcycle Dot Inc. - US,Neotec-II-Parent,HelmetHouse HelmetHouseMain 282-980,1,699.99
SHOEI,Helmets,,0116-1005-08,Shoei NEOTEC II EXCURSION TC-5 XXL,4512048531317,531.34,799,302707245251-1557411996020,10/3/2018,Oct,2018,Oct -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Montague,49437,Motorcycle Dot Inc. - US,Neotec-II-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,699.99
SHOEI,Helmets,,0116-1006-05,Shoei NEOTEC II EXCURSION TC-6 MED,4512048531348,531.34,799,302917771655-1560092533020,10/11/2018,Oct,2018,Oct -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Miami,33189,Motorcycle Dot Inc. - US,Neotec-II-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,699.99
SHOEI,Parts,,0116-1006-07,Shoei NEOTEC II EXCURSION TC-6 XLG,4512048531362,531.34,799,302707246217-1557462271020,10/3/2018,Oct,2018,Oct -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Wallingford,06492-3913,Motorcycle Dot Inc. - US,Neotec-II-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,699.99
SHOEI,Helmets,,0124-0109-07,Shoei HORNET X2 WHITE XLG,4512048494872,397.61,594.99,112-8007038-9650644,11/4/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,52.36,0,0,SPOKANE VALLEY,99206-6351,Motorcycle Dot Inc. - US,X2-0124-Parent,HelmetHouse HelmetHouseMain 282-980,1,647.35
SHOEI,Helmets,,0146-1008-04,Shoei VFX-EVO GLAIVE TC-8 SML,4512048530136,415.41,679,114-5467581-2205850,12/15/2018,Dec,2018,Dec -2018,Amazon Seller Central - US,0,94.99,0,LAREDO,78045-7952,Motorcycle Dot Inc. - US,VFG-0146-Parent,HelmetHouse HelmetHouseMain 282-980,1,742.09
SHOEI,Helmets,,0146-1008-04,Shoei VFX-EVO GLAIVE TC-8 SML,4512048530136,415.41,679,114-9371282-6893817,11/18/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,0,0,0,DENVER,80224-1635,Motorcycle Dot Inc. - US,VFG-0146-Parent,HelmetHouse HelmetHouseMain 282-980,1,719
SHOEI,Helmets,,0146-1008-08,Shoei VFX-EVO GLAIVE TC-8 XXL,4512048530174,415.41,679,1.79E+12,11/26/2018,Nov,2018,Nov -2018,Walmart Marketplace,55,0,0,Visalia,93291,Motorcycle Dot Inc. - US,VFG-0146-Parent,HelmetHouse HelmetHouseMain 282-980,1,702.1
SHOEI,Helmets,,0146-1110-05,Shoei VFX-EVO ZINGER TC-10 MED,4512048530327,415.41,679,112-2728525-5129063,12/15/2018,Dec,2018,Dec -2018,Amazon Seller Central - US,61.47,0,0,LANCASTER,93534-2524,Motorcycle Dot Inc. - US,VFZ-0146-Parent,HelmetHouse HelmetHouseMain 282-980,1,708.57
SHOEI,Helmets,,02-619,Shoei RJ PLATINUM R LT.SILVER XSM,4512048225278,233.56,349.99,302917780360-1569379410020,11/8/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Blaine,98230-5158,Motorcycle Dot Inc. - US,RJ-02-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,3.95
SHOEI,Helmets,,02-622,Shoei RJ PLATINUM R LT.SILVER LRG,4512048225308,233.56,349.99,302917780360-1569379410020,11/8/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Blaine,98230-5158,Motorcycle Dot Inc. - US,RJ-02-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,9.95
SHOEI,Helmets,,02-629,Shoei RJ PLATINUM R ANTHRACITE XLG,4512048225193,233.56,349.99,114-0470456-1571427,6/16/2019,Jun,2019,Jun -2019,Amazon Seller Central - US,0,0,0,Lakewood,44107-1423,Motorcycle Dot Inc. - US,RJ-02-Parent,HelmetHouse HelmetHouseMain 282-980,1,349.99
SHOEI,Helmets,,02-632,Shoei RJ PLATINUM R MATTE BLACK SM,4512048225346,233.56,349.99,302917780360-1569379410020,11/8/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Blaine,98230-5158,Motorcycle Dot Inc. - US,RJ-02-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,9.95
SHOEI,Helmets,,02-692,Shoei RJ PLATINUM R WHITE 3XL,4512048281373,243.38,364.99,112-1238621-9576220,10/25/2019,Oct,2019,Oct -2019,Amazon Seller Central - US,34.67,0,0,PALOS VERDES ESTATES,90274-1395,Motorcycle Dot Inc. - US,RJ-02-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,399.66
BOLT,Parts,,020-00102,EURO STYLE TRACK PACK HUS Bolt Motorcycle Hardware HSKTP,819648021984,11.67,19.99,G-SHP-4741-49-7895,3/12/2019,Mar,2019,Mar -2019,Google Express,0,19.99,0,SARATOGA SPRINGS,84045-4880,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,39.98
BOLT,Parts,,020-00114,Windscreen Fasteners 6/Pk Bolt Motorcycle Hardware 2009-WSF,819648020772,4.67,7.99,27-03739-98801,8/14/2019,Aug,2019,Aug -2019,eBay Motors Store or Fixed Price (BIN) US,0,9.99,0,Brunswick,44212,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,17.98
BOLT,Parts,,020-00154,LICENSE PLATE BOLTS/NUTS 4/PK Bolt Motorcycle Hardware LPFNYLON,819648020475,1.92,2.99,G-SHP-3307-76-5840,4/30/2019,Apr,2019,Apr -2019,Google Express,0,1.14,0,SAN JOSE,95129,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,4.13
BOLT,Parts,,020-6M8H,Crf Drain Plug Washer Kit Bolt Motorcycle Hardware DPWM6.M8-H,819648021076,2.92,4.99,G-SHP-8623-82-5507,4/4/2019,Apr,2019,Apr -2019,Google Express,0,13.33,0,FORT MILL,29708-7858,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,2,23.31
SHOEI,Accessories,,0204-2609-00,Shoei X-14 REAR STABILIZER WHITE,4512048509033,37.9,63.2,111-5443231-7573062,1/10/2019,Jan,2019,Jan -2019,Amazon Seller Central - US,0,0,0,HACIENDA HEIGHTS,91745-6759,Motorcycle Dot Inc. - US,,HelmetHouse HelmetHouseMain 282-980,1,63.2
SHOEI,Accessories,,0204-2807-00,Shoei X-14 REAR FLAP NARROW (OPT),4512048509132,18.5,30.9,303024883429-1646810877020,6/29/2019,Jun,2019,Jun -2019,eBay Motors Store or Fixed Price (BIN) US,0,8.99,0,Doral,33122-1633,Motorcycle Dot Inc. - US,,HelmetHouse HelmetHouseMain 282-980,1,39.89
SHOEI,Accessories,,0209-0505-00,Shoei QR-E BASE PLATE FULL SET,4512048409722,16.5,27.5,113-5081674-3020240,10/30/2018,Oct,2018,Oct -2018,Amazon Seller Central - US,0,0,0,Walnut,91789,Motorcycle Dot Inc. - US,,HelmetHouse HelmetHouseMain 282-980,1,27.5
SHOEI,Accessories,,0209-2205-00,Shoei RF-1200 TOP AIR OUTLET BLK,4512048410162,24.5,40.9,302917792241-1575066279020,11/23/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Portsmouth,23704-6242,Motorcycle Dot Inc. - US,Parent-RF12-22,HelmetHouse HelmetHouseMain 282-980,1,40.9
SHOEI,Accessories,,0209-4005-31,Shoei RF-1200 CHEEK PAD SET 31mm,4512048409906,33.4,49.2,302917778982-1570985111020,11/12/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Greenwood Village,80111-3752,Motorcycle Dot Inc. - US,Parent-CK-0209,HelmetHouse HelmetHouseMain 282-980,1,49.2
SHOEI,Accessories,,0209-4005-31,Shoei RF-1200 CHEEK PAD SET 31mm,4512048409906,33.4,49.2,302917778982-1580537725020,12/7/2018,Dec,2018,Dec -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Atlanta,30312-2913,Motorcycle Dot Inc. - US,Parent-CK-0209,HelmetHouse HelmetHouseMain 282-980,1,49.2
SHOEI,Accessories,,0209-4005-31,Shoei RF-1200 CHEEK PAD SET 31mm,4512048409906,33.4,49.2,302917778982-1601715188020,2/9/2019,Feb,2019,Feb -2019,eBay Motors Store or Fixed Price (BIN) US,0,19.99,0,Stafford,77477-2618,Motorcycle Dot Inc. - US,Parent-CK-0209,HelmetHouse HelmetHouseMain 282-980,1,69.19
SHOEI,Accessories,,0209-4005-31,Shoei RF-1200 CHEEK PAD SET 31mm,4512048409906,33.4,49.2,302917778982-1619997256020,4/2/2019,Apr,2019,Apr -2019,eBay Motors Store or Fixed Price (BIN) US,5.54,19.99,0,Los Angeles,90033-3813,Motorcycle Dot Inc. - US,Parent-CK-0209,HelmetHouse HelmetHouseMain 282-980,1,74.73
SHOEI,Accessories,,0209-4005-43,Shoei RF-1200 CHEEK PAD SET 43mm,4512048409876,33.4,49.2,302917778982-1632545566020,5/12/2019,May,2019,May -2019,eBay Motors Store or Fixed Price (BIN) US,5.54,19.99,0,Daly City,94015-4332,Motorcycle Dot Inc. - US,Parent-CK-0209,HelmetHouse HelmetHouseMain 282-980,1,74.73
SHOEI,Helmets,,0209-4705-00,Shoei NEOTEC II/RF-1200/X2 EARPADS,4512048409913,3.7,6.2,302917791809-1623580552020,4/13/2019,Apr,2019,Apr -2019,eBay Motors Store or Fixed Price (BIN) US,2.1,19.99,0,Arleta,91331-5040,Motorcycle Dot Inc. - US,,HelmetHouse HelmetHouseMain 282-980,1,28.29
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,111-0989140-9677051,2/11/2019,Feb,2019,Feb -2019,Amazon Seller Central - US,0,0,0,EARLYSVILLE,22936-9538,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,111-3399026-8114619,1/20/2019,Jan,2019,Jan -2019,Amazon Seller Central - US,0,0,0,PHOENIX,85028-1822,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,111-9299148-5235402,3/3/2019,Mar,2019,Mar -2019,Amazon Seller Central - US,5,0,0,MILL CREEK,98012,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,69.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,111-9987071-8373004,3/9/2019,Mar,2019,Mar -2019,Amazon Seller Central - US,3.9,0,0,GIBSONIA,15044-5308,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,68.89
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,112-1632874-2037857,4/9/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,SAINT JOSEPH,61873-9261,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,112-3410612-2117869,2/25/2019,Feb,2019,Feb -2019,Amazon Seller Central - US,0,0,0,SCOTTSDALE,85257,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,112-4120943-6549046,5/28/2019,May,2019,May -2019,Amazon Seller Central - US,6.37,0,0,EVERETT,98201-3983,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,71.36
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,112-8361526-2739405,4/14/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,DENTON,76208-2188,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,113-1309687-9898645,4/14/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,LAKE FOREST,92630-5618,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,113-1713412-8934601,2/10/2019,Feb,2019,Feb -2019,Amazon Seller Central - US,0,0,0,POMPANO BEACH,33064-3780,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,113-3933213-2672250,4/9/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,6.76,0,0,BOTHELL,98021-7653,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,71.75
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,113-6228881-4545832,4/10/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,CORDELE,31015-2025,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,113-6748528-9120257,4/22/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,Mead,80542,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,113-7765896-0116256,4/14/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,VENICE,34293-1610,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,113-8571707-5079454,3/24/2019,Mar,2019,Mar -2019,Amazon Seller Central - US,0,0,0,St. Cloud,34771,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,113-9495907-8619430,2/12/2019,Feb,2019,Feb -2019,Amazon Seller Central - US,0,0,0,BOZEMAN,59718-1808,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,113-9712695-1705859,4/21/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,Dallas,75218,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,114-2764805-5724227,3/25/2019,Mar,2019,Mar -2019,Amazon Seller Central - US,0,0,0,NEWPORT NEWS,23602-6558,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,114-9459791-3801828,4/3/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,MIAMI,33172-1868,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,64.99
SHOEI,SHIELDS,,0209-9405-00,Shoei CWR-1 SHIELD DK.SMOKE,4512048410452,38.99,64.99,G-SHP-0411-33-9274,5/7/2019,May,2019,May -2019,Google Express,0,19.99,0,Hayward,94545,Motorcycle Dot Inc. - US,Parent-SH-0209,HelmetHouse HelmetHouseMain 282-980,1,84.98
SHOEI,SHIELDS,,0209-9413-00,Shoei CWR-1 SPECTRA SHIELD GOLD,4512048410506,64.989999999999995,99.99,G-SHP-5644-07-0827,5/29/2019,May,2019,May -2019,Google Express,0,12.99,0,CYPRESS,90630-5005,Motorcycle Dot Inc. - US,Parent-SP-0209,HelmetHouse HelmetHouseMain 282-980,1,112.98
SHOEI,SHIELDS,,0209-9413-00,Shoei CWR-1 SPECTRA SHIELD GOLD,4512048410506,64.989999999999995,99.99,G-SHP-9797-60-5229,6/17/2019,Jun,2019,Jun -2019,Google Express,0,0,0,BETHEL,27812-7201,Motorcycle Dot Inc. - US,Parent-SP-0209,HelmetHouse HelmetHouseMain 282-980,1,99.99
SHOEI,SHIELDS,,0209-9416-00,Shoei CWR-1 SPECTRA SHLD FIRE ORNG,4512048410513,64.989999999999995,99.99,112-3171826-4934610,5/1/2019,May,2019,May -2019,Amazon Seller Central - US,0,0,0,Farmington,3835,Motorcycle Dot Inc. - US,Parent-SP-0209,HelmetHouse HelmetHouseMain 282-980,1,99.99
SHOEI,SHIELDS,,0209-9416-00,Shoei CWR-1 SPECTRA SHLD FIRE ORNG,4512048410513,64.989999999999995,99.99,112-3929728-8565868,3/7/2020,Mar,2020,Mar -2020,Amazon Seller Central - US,0,0,0,HAVEN,67543-9250,Motorcycle Dot Inc. - US,Parent-SP-0209,HelmetHouse HelmetHouseMain 282-980,1,99.99
SHOEI,SHIELDS,,0209-9416-00,Shoei CWR-1 SPECTRA SHLD FIRE ORNG,4512048410513,64.989999999999995,99.99,112-7999883-3098618,5/20/2019,May,2019,May -2019,Amazon Seller Central - US,0,0,0,SARASOTA,34249-2602,Motorcycle Dot Inc. - US,Parent-SP-0209,HelmetHouse HelmetHouseMain 282-980,1,99.99
SHOEI,SHIELDS,,0209-9416-00,Shoei CWR-1 SPECTRA SHLD FIRE ORNG,4512048410513,64.989999999999995,99.99,113-3873210-1743422,12/22/2019,Dec,2019,Dec -2019,Amazon Seller Central - US,0,0,0,KEY BISCAYNE,33149-1739,Motorcycle Dot Inc. - US,Parent-SP-0209,HelmetHouse HelmetHouseMain 282-980,1,99.99
SHOEI,Accessories,,0209-9503-00,Shoei CWR-F PINLOCK W/T.O.P. HIYEL,4512048492434,32.99,65.99,111-1252169-3669837,5/22/2019,May,2019,May -2019,Amazon Seller Central - US,0,0,0,FONTANA,92336-3442,Motorcycle Dot Inc. - US,Parent-PL-0209,HelmetHouse HelmetHouseMain 282-980,1,54.99
SHOEI,Accessories,,0209-9503-00,Shoei CWR-F PINLOCK W/T.O.P. HIYEL,4512048492434,32.99,65.99,111-1946918-0107443,12/6/2018,Dec,2018,Dec -2018,Amazon Seller Central - US,0,0,0,COLUMBUS,47201-4031,Motorcycle Dot Inc. - US,Parent-PL-0209,HelmetHouse HelmetHouseMain 282-980,1,54.99
SHOEI,Accessories,,0209-9503-00,Shoei CWR-F PINLOCK W/T.O.P. HIYEL,4512048492434,32.99,65.99,112-0667093-1317031,11/6/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,0,0,0,NEW YORK,10019-1804,Motorcycle Dot Inc. - US,Parent-PL-0209,HelmetHouse HelmetHouseMain 282-980,1,54.99
SHOEI,Accessories,,0209-9503-00,Shoei CWR-F PINLOCK W/T.O.P. HIYEL,4512048492434,32.99,65.99,114-5204240-5357061,4/3/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,ORLANDO,32821-8819,Motorcycle Dot Inc. - US,Parent-PL-0209,HelmetHouse HelmetHouseMain 282-980,1,54.99
SHOEI,Accessories,,0209-9505-00,Shoei CWR-F PINLOCK W/T.O.P. DKSMK,4512048492427,32.99,65.99,111-6129840-7215423,4/2/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,SAN FRANCISCO,94107-4141,Motorcycle Dot Inc. - US,Parent-PL-0209,HelmetHouse HelmetHouseMain 282-980,1,54.99
SHOEI,Accessories,,0209-9505-00,Shoei CWR-F PINLOCK W/T.O.P. DKSMK,4512048492427,32.99,65.99,G-SHP-4408-51-2252,10/26/2019,Oct,2019,Oct -2019,Google Express,0,7.91,0,JACKSONVILLE,32257-6043,Motorcycle Dot Inc. - US,Parent-PL-0209,HelmetHouse HelmetHouseMain 282-980,1,61.25
