brand,category,style,sku,name,upc,item_cost,selling_price,order_id,order_date,month,year,month_year,site_name,tax,shipping,shipping_tax,ship_to_city,ship_to_zip,account_name,parent_sku,distribution_center,qty_sold,order_amount
ROTOPAX,Parts,,451-3005,"Dlx Pack Mount 4X3X1"" Rotopax RX-DLX-PM",022099131014,34.49,45.95,G-SHP-1328-56-5327,1/30/2019,Jan,2019,Jan -2019,Google Express,0,19.99,0,MIDLAND,31820,Motorcycle Dot Inc. - US,,Motorcycle Dot Inc. - San Juan Capistrano,1,61.35
LS2 Helmets,Helmets,Racing,470-1015,Subverter Solid (Matte Black X-Large),6934432801147,99.99,199.98,302692970087-1557080501020,10/2/2018,Oct,2018,Oct -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Boca Raton,33433-2534,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,199.98
LS2 Helmets,Helmets,Racing,470-1023,Subverter Solid (White Medium),6934432801185,99.99,199.98,111-3527582-6334621,11/4/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,0,0,0,LAS VEGAS,89142-1230,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,199.98
LS2 Helmets,Helmets,Racing,470-1023,Subverter Solid (White Medium),6934432801185,99.99,199.98,302692970087-1554560631020,9/24/2018,Sep,2018,Sep -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Kent,98031,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,199.98
LS2 Helmets,Helmets,Racing,470-1024,Subverter Solid (White Large),6934432801192,99.99,199.98,302692970087-1555490250020,9/27/2018,Sep,2018,Sep -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Newcastle,73065-8300,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,199.98
LS2 Helmets,Helmets,Racing,470-1026,Subverter Solid (White XX-Large),6934432801215,99.99,199.98,302953438722-1578933447020,12/3/2018,Dec,2018,Dec -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Cutler Bay,33157-7438,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,199.98
LS2 Helmets,Helmets,Racing,470-1101,Subverter Nimble (Blue/Orange X-Small),6934432801222,109.99,219.98,112-4083582-5013018,12/10/2018,Dec,2018,Dec -2018,Amazon Seller Central - US,19.36,0,0,SPOKANE,99202-2828,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,239.34
LS2 Helmets,Helmets,Racing,470-1105,Subverter Nimble (Blue/Orange X-Large),6934432801260,109.99,219.98,113-5993707-3704259,11/6/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,0,0,0,MIAMI,33122-9102,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
LS2 Helmets,Helmets,Racing,470-1112,Subverter Nimble (Blue/Hi Viz Small),6934432802991,109.99,219.98,112-2553996-9006638,12/16/2018,Dec,2018,Dec -2018,Amazon Seller Central - US,0,0,0,LEONARDTOWN,20650-2555,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
LS2 Helmets,Helmets,Racing,470-1112,Subverter Nimble (Blue/Hi Viz Small),6934432802991,109.99,219.98,112-6430799-1296224,12/11/2018,Dec,2018,Dec -2018,Amazon Seller Central - US,0,0,0,CHESAPEAKE,23323-0850,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
LS2 Helmets,Helmets,Racing,470-1112,Subverter Nimble (Blue/Hi Viz Small),6934432802991,109.99,219.98,114-0871910-9444229,11/18/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,0,0,0,DIVIDE,80814-9128,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
LS2 Helmets,Helmets,Racing,470-1116,Subverter Nimble (Blue/Hi Viz XX-Large),6934432803035,109.99,219.98,113-6437736-8870608,10/24/2018,Oct,2018,Oct -2018,Amazon Seller Central - US,0,0,0,JUPITER,33458-3908,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
LS2 Helmets,Helmets,Racing,470-1134,Subverter Bomber (Hi-Viz Large),6934432803134,109.99,219.98,302692970087-1553502061020,9/21/2018,Sep,2018,Sep -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Forney,75126-6801,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
LS2 Helmets,Helmets,Racing,470-1143,Subverter Emporer (Orange Medium),6934432803189,109.99,219.98,302953438722-1581548457020,12/9/2018,Dec,2018,Dec -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Miami,33187-4104,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
LS2 Helmets,Parts,Racing,470-1152,Subverter Triple X (Pink/Hi-Viz Small),6934432803233,109.99,219.98,113-1603776-5077857,10/28/2018,Oct,2018,Oct -2018,Amazon Seller Central - US,0,0,0,BRITTON,49229,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
LS2 Helmets,Helmets,Racing,470-1153,Subverter Triple X (Pink/Hi-Viz Medium),6934432803240,109.99,219.98,111-8871556-5017848,11/13/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,0,0,0,NORTH DARTMOUTH,02747-3102,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
LS2 Helmets,Helmets,Racing,470-1155,Subverter Triple X (Pink/Hi-Viz X-Large),6934432803264,109.99,219.98,112-5056498-3877860,11/21/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,0,0,0,NEW YORK,10024-5708,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
LS2 Helmets,Helmets,Racing,470-1156,Subverter Triple X (Pink/Hi-Viz XX-Large),6934432803271,109.99,219.98,112-9478389-6700242,12/2/2018,Dec,2018,Dec -2018,Amazon Seller Central - US,0,0,0,Fall River,53932,Motorcycle Dot Inc. - US,Subverter-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,219.98
FLY RACING,Gloves,,476-0010M,Fly Street Rumble Leather Gloves Md #5884 476-0010~3,191361077296,24.79,39.95,1266,10/15/2019,Oct,2019,Oct -2019,Shopify,0,10.91,0,Aliso Viejo,92656,Motorcycle Dot Inc. - US,476-00-Gloves-Parent,WPS WPSMain 282-977,1,50.86
FLY RACING,Gloves,,476-2040X,Fly Street Brawler Gloves Black Xl #5884 476-2040~5,,41.99,69.95,302902053880-1557571799020,10/4/2018,Oct,2018,Oct -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Valparaiso,46385,Motorcycle Dot Inc. - US,476-204-Gloves-Parent,WPS WPSMain 282-977,1,69.95
FLY RACING,Gloves,,476-29005,Fly Street Ignitor Ii And Ignitor Pro Glove Replacement Battery #5884 476-2900~5,191361131011,17.989999999999998,29.95,1115,2/17/2019,Feb,2019,Feb -2019,Shopify,0,0,0,Weed,96094,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,2,59.9
FLY RACING,Gloves,,476-6210L,Fly Street Women'S Coolpro Gloves White/Pink Lg #5884 476-6210~4,191361091438,17.989999999999998,29.95,G-SHP-6774-28-6246,6/13/2019,Jun,2019,Jun -2019,Google Express,0,14.99,0,TUCSON,85730-4308,Motorcycle Dot Inc. - US,Parent-WCG-476,WPS WPSMain 282-977,1,44.94
FLY RACING,Apparel,,477-0005,Fly Street BARRICADE CE ARMOR KIT ELBOWS/SHOULDERS #5947 477-000~5,191361085208,14.99,24.95,302902054316-1556068681020,9/29/2018,Sep,2018,Sep -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Preston,06365-8043,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,24.95
FLY RACING,Accessories,,477-0006,Fly Street BARRICADE CE ARMOR KIT BACK #5947 477-000~6,191361085215,14.99,24.95,302917800869-1589738810020,1/5/2019,Jan,2019,Jan -2019,eBay Motors Store or Fixed Price (BIN) US,0,14.99,0,doral,33166,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,39.94
FLY RACING,Accessories,,477-0006,Fly Street BARRICADE CE ARMOR KIT BACK #5947 477-000~6,191361085215,14.99,24.95,302917800869-1592277402020,1/13/2019,Jan,2019,Jan -2019,eBay Motors Store or Fixed Price (BIN) US,3.2,14.99,0,Fallbrook,92088-7015,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,43.14
FLY RACING,Apparel,,477-0007,Fly Street BARRICADE CE HIP PAD ARMOR #5947 477-000~7,191361085222,14.39,23.95,302902054188-1555787853020,9/28/2018,Sep,2018,Sep -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Austin,78725-1306,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,23.95
FLY RACING,Parts,,477-0030,LOGO ADJUSTABLE HAT ADULT Fly Casual #5426 477-0030,191361047046,11.99,19.95,1116,2/18/2019,Feb,2019,Feb -2019,Shopify,0,14.99,0,New Providence,17560,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,34.94
FLY RACING,Tops,,477-2009M,Fly Street Armored Tech Hoodie Black Md #6265 477-2009~3,191361026461,69.83,119.95,302917800681-1639748479020,6/5/2019,Jun,2019,Jun -2019,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Miami Beach,33139,Motorcycle Dot Inc. - US,477-2009-Armored-Parent,WPS WPSMain 282-977,1,119.95
FLY RACING,Tops,,477-6023L,Fly Street Cooling Vest Black Lg 6526-BK-L,191361047534,25.99,39.95,G-SHP-4885-52-2482,3/3/2019,Mar,2019,Mar -2019,Google Express,0,19.99,0,Ossining,10562,Motorcycle Dot Inc. - US,Parent-CV-477,WPS WPSMain 282-977,1,59.94
FLY RACING,Parts,,477-6023X,Fly Street Cooling Vest Black Xl 6526-BK-XL,191361047503,25.99,39.95,G-SHP-6378-49-4666,7/15/2019,Jul,2019,Jul -2019,Google Express,0,17.91,0,POST FALLS,83854-5701,Motorcycle Dot Inc. - US,Parent-CV-477,WPS WPSMain 282-977,1,57.86
FLY RACING,Jackets,,477-7037M,Fly Street Women'S Butane Jacket Black/White Md #5958 477-7037~3,191361124426,98.93,169.95,302953299861-1588639354020,1/2/2019,Jan,2019,Jan -2019,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Richmond,77406-1574,Motorcycle Dot Inc. - US,477-703-Butane-Jacket-Parent,WPS WPSMain 282-977,1,169.95
FLY RACING,Jackets,,477-7037S,Fly Street Women'S Butane Jacket Black/White Sm #5958 477-7037~2,191361124440,98.93,169.95,302953299861-1579958380020,12/5/2018,Dec,2018,Dec -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Katy,77493,Motorcycle Dot Inc. - US,477-703-Butane-Jacket-Parent,WPS WPSMain 282-977,1,169.95
FLY RACING,Pants,,478-10536T,Fly Street Butane Overpant Sz 36 Tall #5958 478-105~36.2,191361144943,83.99,139.95,17-03659-11885,7/26/2019,Jul,2019,Jul -2019,eBay Motors Store or Fixed Price (BIN) US,11.2,0,0,Oakhurst,93644-9448,Motorcycle Dot Inc. - US,478-105-Butane-Overpant-Parent,WPS WPSMain 282-977,1,151.15
FLY RACING,Pants,,478-10636,Fly Street Terra Trek Pant Black Sz 36 #5958 478-106~36,191361152795,131.97,219.95,302917801104-1572941753020,11/18/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,99.99,0,cebu,6000,Motorcycle Dot Inc. - US,478-106-Terra-Pant-Parent,Motorcycle Dot Inc. - San Juan Capistrano,1,286.95
FLY RACING,Pants,,478-10638T,Fly Street Terra Trek Pant Black Sz 38 Tall #5958 478-106~38T,191361145100,131.97,219.95,302917801104-1594684419020,1/20/2019,Jan,2019,Jan -2019,eBay Motors Store or Fixed Price (BIN) US,17.6,0,0,Palmdale,93551-4283,Motorcycle Dot Inc. - US,478-106-Terra-Pant-Parent,WPS WPSMain 282-977,1,237.55
FLY RACING,Pants,,478-30336,Fly Street Men'S Resistance Jeans Blue Sz 36 #6049 478-303~36,191361125133,71.989999999999995,119.95,302917801313-1631356603020,5/8/2019,May,2019,May -2019,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Winneconne,54986,Motorcycle Dot Inc. - US,478-30-Resistance-Jeans-Parent,WPS WPSMain 282-977,1,119.95
FLY RACING,BAGS,,479-10110,Fly Street Mini Tank Bag #6245 479-10~110,191361022104,26.99,44.95,302917801127-1571936094020,11/15/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,kenly,27542,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,44.95
FLY RACING,BAGS,,479-10110,Fly Street Mini Tank Bag #6245 479-10~110,191361022104,26.99,44.95,302917801127-1573755480020,11/20/2018,Nov,2018,Nov -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Port Saint Lucie,34953-2203,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,39.56
FLY RACING,BAGS,,479-10401,Fly Street GRANDE SADDLEBAG RAIN COVER PAIR #6245 479-10~401,191361022142,9.99,15.95,G-SHP-2454-83-7852,4/25/2019,Apr,2019,Apr -2019,Google Express,0,19.99,0,WINCHESTER,03470-3103,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,35.94
FLY RACING,BAGS,,479-10501,Fly Street Tail Bag Rain Cover #6245 479-10~501,191361022197,7.99,12.95,G-SHP-1662-35-6779,7/5/2019,Jul,2019,Jul -2019,Google Express,0,10.13,0,ELDORA,50627-1332,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,1,23.08
MIKUNI,Parts,,48-1028,Vm Series Round Slide Carb Mikuni American Corporation VM30-164 VM30-164,,66.989999999999995,98.95,08-04070-39633,10/30/2019,Oct,2019,Oct -2019,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Wausau,54401-8804,Motorcycle Dot Inc. - US,,WPS WPSMain 282-977,2,178.12
ALPINESTARS,Boots,,482-00607,Alpinestars Tech 10 Boots White/Red/Yellow Sz 7 2010014-236-7,8051194857781,299.99,499.95,302917802899-1581888195020,12/10/2018,Dec,2018,Dec -2018,eBay Motors Store or Fixed Price (BIN) US,0,0,0,LAREDO,78040-2611,Motorcycle Dot Inc. - US,T10B-482-Parent,WPS WPSMain 282-977,1,399.95
ALPINESTARS,Boots,,482-01312,Alpinestars Tech 10 Boots Grey/Orange/Blue Size 12,8033637445601,401.64,599.95,114-1059184-2064215,2/21/2019,Feb,2019,Feb -2019,Amazon Seller Central - US,0,0,0,HIDALGO,78557-2582,Motorcycle Dot Inc. - US,T10B-482-Parent,WPS WPSMain 282-977,1,599.95
ALPINESTARS,Boots,,482-04108,Alpinestars Tech 3 Boots Black Sz 8 2013018-10-8,1180001977422,133.49,199.95,113-1618299-8573816,7/14/2019,Jul,2019,Jul -2019,Amazon Seller Central - US,0,0,0,FORT LAUDERDALE,33301-2331,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04109,Alpinestars Tech 3 Boots Black Sz 9 2013018-10-9,1180001977774,133.49,199.95,114-3736804-1310667,12/27/2019,Dec,2019,Dec -2019,Amazon Seller Central - US,0,0,0,STUART,34997-2719,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04110,Alpinestars Tech 3 Boots Black Sz 10 2013018-10-10,1180001978740,133.49,199.95,114-2017866-2632209,12/26/2019,Dec,2019,Dec -2019,Amazon Seller Central - US,0,0,0,HUDSON,34669-2820,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04110,Alpinestars Tech 3 Boots Black Sz 10 2013018-10-10,1180001978740,133.49,199.95,114-5897370-7325010,11/13/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,0,0,0,Lexington,40502,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04113,Alpinestars Tech 3 Boots Black Sz 13 2013018-10-13,1180001980095,133.49,199.95,114-1981734-5092241,12/16/2018,Dec,2018,Dec -2018,Amazon Seller Central - US,0,0,0,Aventura,33180,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04114,Alpinestars Tech 3 Boots Black Sz 14 2013018-10-14,8021506924999,133.49,199.95,113-8155843-7157063,5/25/2019,May,2019,May -2019,Amazon Seller Central - US,0,0,0,NOTTINGHAM,21236-4113,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04114,Alpinestars Tech 3 Boots Black Sz 14 2013018-10-14,8021506924999,133.49,199.95,302972272293-1626644863020,4/23/2019,Apr,2019,Apr -2019,eBay Motors Store or Fixed Price (BIN) US,0,0,0,Miami,33173,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04115,Alpinestars Tech 3 Boots Black Sz 15 2013018-10-15,8021506925002,133.49,199.95,112-9718189-4251451,8/8/2019,Aug,2019,Aug -2019,Amazon Seller Central - US,17.5,0,0,CONCORD,94520-8554,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,217.45
ALPINESTARS,Boots,,482-04115,Alpinestars Tech 3 Boots Black Sz 15 2013018-10-15,8021506925002,133.49,199.95,G-SHP-3222-77-1450,9/16/2019,Sep,2019,Sep -2019,Google Express,0,0,0,PULASKI,54162-9289,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04116,Alpinestars Tech 3 Boots Black Sz 16 2013018-10-16,8021506925019,133.49,199.95,111-3937798-3762651,6/2/2019,Jun,2019,Jun -2019,Amazon Seller Central - US,0,0,0,STANTON,48888-9283,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04205,Alpinestars Tech 3 Boots Black/White Sz 5 2013018-12-5,8021506925149,133.49,199.95,111-5545633-2795421,12/16/2019,Dec,2019,Dec -2019,Amazon Seller Central - US,14.5,0,0,EL DORADO HILLS,95762-3912,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,214.45
ALPINESTARS,Boots,,482-04211,Alpinestars Tech 3 Boots Black/White Sz 11 2013018-12-11,1180014200548,133.49,199.95,111-9985202-1808201,6/12/2019,Jun,2019,Jun -2019,Amazon Seller Central - US,18,0,0,SUNNYVALE,94087-4159,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,217.95
ALPINESTARS,Boots,,482-04412,Alpinestars Tech 3 Boots Red/White Sz 12 2013018-32-12,8021506925330,133.49,199.95,111-0379111-0617031,6/28/2019,Jun,2019,Jun -2019,Amazon Seller Central - US,0,0,0,MIAMI,33196-2959,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04608,Alpinestars Tech 3 Boots Black/White/Yellow Sz 8 2013018-1053-8,8021506925057,133.49,199.95,302972272293-1593211736020,1/16/2019,Jan,2019,Jan -2019,eBay Motors Store or Fixed Price (BIN) US,16,0,0,SAN DIEGO,92154,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,215.95
ALPINESTARS,Boots,,482-04609,Alpinestars Tech 3 Boots Black/White/Yellow Sz 9 2013018-1053-9,8021506925064,133.49,199.95,112-9820454-9641054,7/4/2019,Jul,2019,Jul -2019,Amazon Seller Central - US,0,0,0,THORNTON,80602-7951,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04610,Alpinestars Tech 3 Boots Black/White/Yellow Sz 10 2013018-1053-10,8021506925071,133.49,199.95,113-5066043-1946638,12/10/2019,Dec,2019,Dec -2019,Amazon Seller Central - US,14,0,0,NARRAGANSETT,02882-4511,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,213.95
ALPINESTARS,Boots,,482-04612,Alpinestars Tech 3 Boots Black/White/Yellow Sz 12 2013018-1053-12,8021506925095,133.49,199.95,113-4004882-7416237,12/19/2019,Dec,2019,Dec -2019,Amazon Seller Central - US,14,0,0,WARWICK,02889-3240,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,213.95
ALPINESTARS,Boots,,482-04613,Alpinestars Tech 3 Boots Black/White/Yellow Sz 13 2013018-1053-13,8021506925101,133.49,199.95,113-5441832-9216251,7/22/2019,Jul,2019,Jul -2019,Amazon Seller Central - US,17.75,0,0,JAMAICA,11435-4147,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,217.7
ALPINESTARS,Boots,,482-04614,Alpinestars Tech 3 Boots Black/White/Yellow Sz 14 2013018-1053-14,8021506925118,133.49,199.95,112-1925515-8955426,6/11/2019,Jun,2019,Jun -2019,Amazon Seller Central - US,16.25,0,0,WALLKILL,12589-2712,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,216.2
ALPINESTARS,Boots,,482-04709,Alpinestars TECH 3 BOOTS COOL GREY/YELLOW/CYAN SIZE 09 2013018-9017-9,8033637455914,133.49,199.95,114-5856738-5381826,4/8/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,14,0,0,AMES,50013-0036,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,213.95
ALPINESTARS,Boots,,482-04710,Alpinestars TECH 3 BOOTS COOL GREY/YELLOW/CYAN SIZE 10 2013018-9017-10,8033637455921,133.49,199.95,113-0552187-1601843,5/22/2019,May,2019,May -2019,Amazon Seller Central - US,0,23.91,0,CLAYTON,13624-4111,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,223.86
ALPINESTARS,Boots,,482-04711,Alpinestars TECH 3 BOOTS COOL GREY/YELLOW/CYAN SIZE 11 2013018-9017-11,8033637455938,133.49,199.95,112-1630494-2021019,6/2/2019,Jun,2019,Jun -2019,Amazon Seller Central - US,0,0,0,Addison,60101-3159,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04711,Alpinestars TECH 3 BOOTS COOL GREY/YELLOW/CYAN SIZE 11 2013018-9017-11,8033637455938,133.49,199.95,112-6920228-9141805,5/18/2019,May,2019,May -2019,Amazon Seller Central - US,14.25,0,0,SAINT PAUL,55118-1805,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,214.2
ALPINESTARS,Boots,,482-04711,Alpinestars TECH 3 BOOTS COOL GREY/YELLOW/CYAN SIZE 11 2013018-9017-11,8033637455938,133.49,199.95,113-0495220-4365839,4/4/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,PROVO,84606-1761,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-04713,Alpinestars TECH 3 BOOTS COOL GREY/YELLOW/CYAN SIZE 13 2013018-9017-13,8033637455952,133.49,199.95,111-4728248-6131465,11/8/2018,Nov,2018,Nov -2018,Amazon Seller Central - US,0,0,0,SANTA CLARA,95054-1715,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-09009,Alpinestars Tech 3 Stella Boots Black/White/Pink Sz 9 2013218-130-9,8021506925484,133.49,199.95,112-2813150-7321857,8/21/2019,Aug,2019,Aug -2019,Amazon Seller Central - US,0,0,0,RALEIGH,27603-8473,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-09016,Alpinestars Tech 3 Stella Boots Black/White Sz 6 2013218-12-6,8021506933991,133.49,199.95,113-7250596-5076215,12/2/2019,Dec,2019,Dec -2019,Amazon Seller Central - US,17.5,0,0,RIVERSIDE,92508-6452,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,217.45
ALPINESTARS,Boots,,482-09018,Alpinestars Tech 3 Stella Boots Black/White Sz 8 2013218-12-8,8021506934011,133.49,199.95,113-0938527-5284241,4/8/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,0,0,0,Heber City,84032,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,199.95
ALPINESTARS,Boots,,482-09018,Alpinestars Tech 3 Stella Boots Black/White Sz 8 2013218-12-8,8021506934011,133.49,199.95,113-5056188-0576214,5/3/2019,May,2019,May -2019,Amazon Seller Central - US,18,0,0,MORGAN HILL,95037-9589,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,217.95
ALPINESTARS,Boots,,482-09018,Alpinestars Tech 3 Stella Boots Black/White Sz 8 2013218-12-8,8021506934011,133.49,199.95,114-5186076-9128226,4/16/2019,Apr,2019,Apr -2019,Amazon Seller Central - US,13.25,0,0,MONROE TOWNSHIP,08831-8541,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,213.2
ALPINESTARS,Boots,,482-09019,Alpinestars Tech 3 Stella Boots Black/White Sz 9 2013218-12-9,8021506934028,133.49,199.95,114-0945505-3192233,12/18/2019,Dec,2019,Dec -2019,Amazon Seller Central - US,12.7,0,0,Oxford,6478,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,212.65
ALPINESTARS,Boots,,482-09509,Alpinestars Tech 3 Enduro Boots Black Sz 9 2013118-10-9,8021506925408,146.84,219.95,111-0167585-0104227,7/3/2019,Jul,2019,Jul -2019,Amazon Seller Central - US,0,0,0,BROOKINGS,97415-9279,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,219.95
ALPINESTARS,Boots,,482-09509,Alpinestars Tech 3 Enduro Boots Black Sz 9 2013118-10-9,8021506925408,146.84,219.95,G-SHP-6944-56-8878,6/5/2019,Jun,2019,Jun -2019,Google Express,0,0,0,CHANTILLY,20151-2515,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,219.95
ALPINESTARS,Boots,,482-09510,Alpinestars Tech 3 Enduro Boots Black Sz 10 2013118-10-10,8021506925415,146.84,219.95,113-7914580-6720200,6/3/2019,Jun,2019,Jun -2019,Amazon Seller Central - US,15.95,0,0,SIMI VALLEY,93065-4841,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,235.9
ALPINESTARS,Boots,,482-09512,Alpinestars Tech 3 Enduro Boots Black Sz 12 2013118-10-12,8021506925439,146.84,219.95,113-5316155-8765038,5/2/2019,May,2019,May -2019,Amazon Seller Central - US,0,0,0,PLYMOUTH,02360-1802,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,219.95
ALPINESTARS,Boots,,482-09512,Alpinestars Tech 3 Enduro Boots Black Sz 12 2013118-10-12,8021506925439,146.84,219.95,114-5998882-6769041,8/8/2019,Aug,2019,Aug -2019,Amazon Seller Central - US,13.2,0,0,DES MOINES,50313-2571,Motorcycle Dot Inc. - US,T3B-482-Parent,WPS WPSMain 282-977,1,233.15
